,lat,lon,alt,crs,hac,vac,spd,dst,t
878.0,42.420462,-71.0664,11.563625,153.130188,5.0,3.0,12.12,0.0,1510239972000
879.0,42.420365,-71.066334,11.583157,153.130188,5.0,3.0,12.02,0.0,1510239973000
880.0,42.420265,-71.066267,12.139767,154.96022,5.0,3.0,12.08,0.0,1510239974000
881.0,42.420161,-71.066201,11.991604,154.96022,5.0,3.0,12.24,0.0,1510239975000
882.0,42.42006,-71.066138,10.706539,154.96022,5.0,3.0,12.47,0.0,1510239976000
883.0,42.419961,-71.066074,11.623165,154.96022,5.0,3.0,12.43,0.0,1510239977000
884.0,42.419891,-71.066031,11.336941,154.96022,5.0,3.0,12.28,0.0,1510239978000
885.0,42.419771,-71.065976,11.348751,161.490356,5.0,3.0,12.1,0.0,1510239979000
886.0,42.41965,-71.065921,10.878201,161.490356,5.0,3.0,11.93,0.0,1510239980000
887.0,42.419558,-71.065879,11.712185,161.490356,5.0,3.0,11.86,0.0,1510239981000
888.0,42.41946,-71.065835,11.637417,161.490356,5.0,3.0,11.29,0.0,1510239982000
889.0,42.419372,-71.065795,10.912716,161.490356,5.0,4.0,10.71,0.0,1510239983000
890.0,42.419283,-71.065755,11.934994,161.490356,5.0,3.0,9.89,0.0,1510239984000
891.0,42.419207,-71.06572,12.034298,161.490356,5.0,3.0,9.17,0.0,1510239985000
892.0,42.419133,-71.0657,11.820889,168.422501,5.0,3.0,7.25,0.0,1510239986000
893.0,42.419069,-71.065682,11.839169,168.422501,5.0,3.0,6.03,0.0,1510239987000
894.0,42.419007,-71.065665,12.427792,168.422501,5.0,3.0,3.61,0.0,1510239988000
895.0,42.418993,-71.065661,12.574123,168.422501,5.0,3.0,2.45,0.0,1510239989000
896.0,42.418976,-71.065656,11.223812,168.422501,5.0,3.0,0.45,0.0,1510239990000
897.0,42.41898,-71.065657,12.622311,168.422501,5.0,3.0,0.0,0.0,1510239991000
898.0,42.418975,-71.065656,12.754482,168.422501,5.0,3.0,0.0,0.0,1510239992000
899.0,42.418976,-71.065656,12.908474,168.422501,5.0,3.0,0.0,0.0,1510239993000
900.0,42.418976,-71.065656,12.994595,168.422501,5.0,4.0,0.0,0.0,1510239994000
901.265,42.418976,-71.065656,12.994595,168.422501,5.0,4.0,0.0,0.0,1510239995265
901.0,42.418976,-71.065656,12.299129,168.422501,5.0,3.0,0.0,0.0,1510239995000
902.0,42.418978,-71.065657,13.332363,168.422501,5.0,3.0,0.0,0.0,1510239996000
903.0,42.418978,-71.065656,13.487087,168.422501,5.0,3.0,0.0,0.0,1510239997000
904.0,42.418978,-71.065657,12.3634,168.422501,5.0,3.0,0.19,0.0,1510239998000
905.0,42.418976,-71.065656,12.348537,168.422501,5.0,3.0,0.22,0.0,1510239999000
906.0,42.418977,-71.065656,13.19772,168.422501,5.0,3.0,0.0,0.0,1510240000000
907.0,42.418974,-71.065655,13.333004,168.422501,5.0,3.0,0.15,0.0,1510240001000
908.0,42.418975,-71.065656,13.49316,168.422501,5.0,3.0,0.0,0.0,1510240002000
909.0,42.418972,-71.065655,13.632931,168.422501,5.0,3.0,0.0,0.0,1510240003000
910.0,42.418973,-71.065655,12.088833,168.422501,5.0,3.0,0.0,0.0,1510240004000
911.0,42.418973,-71.065655,13.295681,168.422501,5.0,3.0,0.0,0.0,1510240005000
912.0,42.418975,-71.065656,13.440334,168.422501,5.0,3.0,0.0,0.0,1510240006000
913.0,42.418973,-71.065655,13.846828,168.422501,5.0,3.0,0.0,0.0,1510240007000
914.0,42.418973,-71.065655,13.996334,168.422501,5.0,3.0,0.0,0.0,1510240008000
915.0,42.418974,-71.065655,13.646816,168.422501,5.0,3.0,0.0,0.0,1510240009000
916.0,42.418976,-71.065656,13.794582,168.422501,5.0,3.0,0.15,0.0,1510240010000
917.0,42.418974,-71.065655,13.581905,168.422501,5.0,3.0,0.0,0.0,1510240011000
918.0,42.418975,-71.065656,13.717953,168.422501,5.0,3.0,0.0,0.0,1510240012000
919.0,42.418975,-71.065656,13.271572,168.422501,5.0,3.0,0.0,0.0,1510240013000
920.0,42.418975,-71.065656,13.402554,168.422501,5.0,3.0,0.0,0.0,1510240014000
921.0,42.418975,-71.065656,13.192043,168.422501,5.0,3.0,0.0,0.0,1510240015000
922.0,42.418974,-71.065655,13.310116,168.422501,5.0,4.0,0.0,0.0,1510240016000
923.0,42.418977,-71.065656,13.446224,168.422501,5.0,3.0,0.16,0.0,1510240017000
924.0,42.418969,-71.065654,13.596859,168.422501,5.0,4.0,1.19,0.0,1510240018000
925.0,42.418951,-71.065649,12.010189,168.422501,5.0,3.0,2.68,0.0,1510240019000
926.0,42.418918,-71.06564,12.074856,168.422501,5.0,4.0,3.89,0.0,1510240020000
927.0,42.418873,-71.065627,13.289944,168.422501,5.0,3.0,5.47,0.0,1510240021000
928.0,42.418814,-71.065611,13.37817,168.422501,5.0,4.0,6.57,0.0,1510240022000
929.0,42.418751,-71.065593,13.04446,168.422501,5.0,3.0,7.74,0.0,1510240023000
930.0,42.418681,-71.065574,13.051052,168.422501,5.0,3.0,8.22,0.0,1510240024000
931.0,42.418641,-71.065563,13.359737,168.422501,5.0,3.0,8.35,0.0,1510240025000
932.0,42.418529,-71.065544,13.511745,173.006958,5.0,3.0,8.37,0.0,1510240026000
933.0,42.418466,-71.065533,14.239407,173.006958,5.0,3.0,7.91,0.0,1510240027000
934.0,42.418396,-71.065522,14.406765,173.006958,5.0,4.0,6.81,0.0,1510240028000
935.0,42.41834,-71.065513,14.888485,173.006958,5.0,3.0,5.9,0.0,1510240029000
936.0,42.418293,-71.065506,14.288937,210.9375,5.0,3.0,5.41,0.0,1510240030000
937.0,42.418174,-71.065609,13.966763,235.898438,5.0,3.0,4.87,0.0,1510240031000
938.0,42.418176,-71.065666,14.559017,275.790497,5.0,3.0,4.58,0.0,1510240032000
939.0,42.41818,-71.065746,14.751247,275.790497,5.0,3.0,5.69,0.0,1510240033000
940.0,42.418185,-71.065818,14.787685,275.790497,5.0,3.0,6.53,0.0,1510240034000
941.0,42.418192,-71.065901,14.744961,275.790497,5.0,3.0,7.15,0.0,1510240035000
942.0,42.418198,-71.06599,14.378658,275.790497,5.0,3.0,7.42,0.0,1510240036000
943.0,42.418205,-71.066082,14.393581,275.790497,5.0,3.0,7.74,0.0,1510240037000
944.0,42.418213,-71.066186,13.930111,275.790497,5.0,3.0,8.16,0.0,1510240038000
945.0,42.418221,-71.066291,14.024899,275.790497,5.0,4.0,8.3,0.0,1510240039000
946.0,42.418228,-71.066388,13.669765,275.790497,5.0,3.0,8.45,0.0,1510240040000
947.0,42.418231,-71.066424,13.101223,275.790497,5.0,4.0,9.35,0.0,1510240041000
948.0,42.418248,-71.066646,12.98077,276.170166,5.0,3.0,9.57,0.0,1510240042000
949.0,42.418258,-71.066761,12.860165,276.170166,5.0,4.0,9.62,0.0,1510240043000
950.0,42.418262,-71.06682,13.612759,276.170166,5.0,3.0,9.79,0.0,1510240044000
951.0,42.418273,-71.066997,12.179806,273.763947,5.0,3.0,9.63,0.0,1510240045000
952.0,42.418275,-71.067109,12.108242,269.554138,5.0,3.0,9.47,0.0,1510240046000
953.0,42.418274,-71.06721,12.10815,269.554138,5.0,3.0,9.5,0.0,1510240047000
954.0,42.418273,-71.06733,11.786709,269.554138,5.0,3.0,9.3,0.0,1510240048000
955.0,42.418273,-71.067375,11.744228,269.554138,5.0,4.0,9.3,0.0,1510240049000
956.0,42.418265,-71.067564,11.664944,266.593567,5.0,3.0,9.33,0.0,1510240050000
957.0,42.41826,-71.067672,11.694973,266.593567,5.0,3.0,9.4,0.0,1510240051000
958.0,42.418255,-71.067785,12.156124,266.593567,5.0,3.0,9.18,0.0,1510240052000
959.0,42.41825,-71.0679,11.642605,266.593567,5.0,3.0,9.35,0.0,1510240053000
960.0,42.418245,-71.068021,11.809597,266.593567,5.0,3.0,9.38,0.0,1510240054000
961.0,42.41824,-71.068134,11.742458,266.593567,5.0,3.0,9.39,0.0,1510240055000
962.0,42.418234,-71.06826,11.794796,266.593567,5.0,3.0,9.75,0.0,1510240056000
963.0,42.418229,-71.068374,11.86224,266.593567,5.0,4.0,9.77,0.0,1510240057000
964.0,42.418223,-71.068494,11.996487,266.024445,5.0,3.0,9.95,0.0,1510240058000
965.0,42.418217,-71.068616,12.006161,266.024445,5.0,3.0,10.2,0.0,1510240059000
966.0,42.418211,-71.068743,11.89938,266.024445,5.0,3.0,10.28,0.0,1510240060000
967.0,42.418205,-71.068861,11.670742,266.024445,5.0,3.0,10.04,0.0,1510240061000
968.0,42.418199,-71.06898,12.946224,266.024445,5.0,3.0,9.37,0.0,1510240062000
969.0,42.418193,-71.069083,12.417233,266.024445,5.0,3.0,7.8,0.0,1510240063000
970.0,42.418189,-71.069167,12.173458,266.024445,5.0,3.0,6.19,0.0,1510240064000
971.0,42.418186,-71.069225,12.12405,266.024445,5.0,3.0,4.72,0.0,1510240065000
972.0,42.418184,-71.069269,12.459194,266.024445,5.0,3.0,2.72,0.0,1510240066000
973.0,42.418182,-71.069297,12.539455,266.024445,5.0,4.0,1.89,0.0,1510240067000
974.0,42.418181,-71.069318,12.971279,266.024445,5.0,3.0,1.05,0.0,1510240068000
975.0,42.418181,-71.06933,12.162594,266.024445,5.0,3.0,0.54,0.0,1510240069000
976.0,42.41818,-71.069335,12.234463,266.024445,5.0,3.0,0.25,0.0,1510240070000
977.0,42.41818,-71.069336,13.006924,266.024445,5.0,3.0,0.0,0.0,1510240071000
978.0,42.41818,-71.069336,12.872036,266.024445,5.0,3.0,0.0,0.0,1510240072000
979.0,42.41818,-71.069341,12.932491,266.024445,5.0,3.0,0.22,0.0,1510240073000
980.0,42.41818,-71.069342,12.087307,266.024445,5.0,3.0,0.17,0.0,1510240074000
981.0,42.41818,-71.069343,12.107418,266.024445,5.0,3.0,0.0,0.0,1510240075000
982.0,42.41818,-71.069342,12.744717,266.024445,5.0,3.0,0.0,0.0,1510240076000
983.0,42.41818,-71.06934,11.969967,266.024445,5.0,3.0,0.0,0.0,1510240077000
984.0,42.41818,-71.06934,11.950436,266.024445,5.0,3.0,0.0,0.0,1510240078000
985.0,42.41818,-71.06934,11.783352,266.024445,5.0,4.0,0.0,0.0,1510240079000
986.0,42.41818,-71.06934,11.764706,266.024445,5.0,4.0,0.0,0.0,1510240080000
987.0,42.41818,-71.06934,11.743435,266.024445,5.0,3.0,0.0,0.0,1510240081000
988.0,42.41818,-71.06934,11.719845,266.024445,5.0,4.0,0.0,0.0,1510240082000
989.0,42.41818,-71.06934,11.808193,266.024445,5.0,3.0,0.0,0.0,1510240083000
990.0,42.41818,-71.069347,11.678371,266.024445,5.0,3.0,1.27,0.0,1510240084000
991.0,42.418178,-71.069376,11.423092,266.024445,5.0,4.0,2.95,0.0,1510240085000
992.0,42.418176,-71.069427,11.62521,266.024445,5.0,3.0,4.74,0.0,1510240086000
993.0,42.418173,-71.069494,11.784267,266.782196,5.0,3.0,6.1,0.0,1510240087000
994.0,42.418169,-71.069584,11.632687,266.782196,5.0,3.0,7.51,0.0,1510240088000
995.0,42.418165,-71.06968,12.347134,266.782196,5.0,3.0,8.43,0.0,1510240089000
996.0,42.418239,-71.069795,11.635189,267.539062,5.0,3.0,8.96,0.0,1510240090000
997.0,42.418231,-71.069905,10.573727,265.78125,5.0,3.0,9.36,0.0,1510240091000
998.0,42.418223,-71.070022,10.094204,266.132812,5.0,3.0,9.9,0.0,1510240092000
999.0,42.418219,-71.070146,9.634335,266.484375,5.0,3.0,10.21,0.0,1510240093000
1000.0,42.418208,-71.070277,9.387173,265.429688,5.0,3.0,10.68,0.0,1510240094000
1001.0,42.418206,-71.070407,9.051846,266.835938,5.0,3.0,10.97,0.0,1510240095000
1002.0,42.418199,-71.070544,8.500668,268.242188,5.0,4.0,11.33,0.0,1510240096000
1003.0,42.418192,-71.070677,7.770077,268.945312,5.0,3.0,11.59,0.0,1510240097000
1004.0,42.418177,-71.070823,7.491085,267.1875,5.0,3.0,11.82,0.0,1510240098000
1005.0,42.418169,-71.070963,7.331814,266.132812,5.0,3.0,11.96,0.0,1510240099000
1006.0,42.418163,-71.071106,7.124447,266.132812,5.0,3.0,12.06,0.0,1510240100000
1007.0,42.418155,-71.071253,6.924496,266.132812,5.0,4.0,12.23,0.0,1510240101000
1008.0,42.418154,-71.071402,6.590115,266.484375,5.0,3.0,12.34,0.0,1510240102000
1009.0,42.418154,-71.071552,6.323849,267.1875,5.0,3.0,12.28,0.0,1510240103000
1010.0,42.418147,-71.071699,6.08691,266.484375,5.0,3.0,12.11,0.0,1510240104000
1011.0,42.418131,-71.071842,6.208431,264.726562,5.0,3.0,11.92,0.0,1510240105000
1012.0,42.418117,-71.071988,6.30801,262.265625,5.0,3.0,11.7,0.0,1510240106000
1013.0,42.418101,-71.07213,5.514706,260.15625,5.0,3.0,11.65,0.0,1510240107000
1014.0,42.418082,-71.072272,5.274654,259.453125,5.0,3.0,11.75,0.0,1510240108000
1015.0,42.41806,-71.072409,5.071438,258.75,5.0,3.0,11.79,0.0,1510240109000
1016.0,42.418038,-71.072553,4.564205,257.34375,5.0,3.0,11.95,0.0,1510240110000
1017.0,42.418015,-71.072694,4.589748,257.695312,5.0,3.0,12.35,0.0,1510240111000
1018.0,42.417992,-71.072838,4.61047,258.046875,5.0,3.0,12.22,0.0,1510240112000
1019.0,42.417971,-71.072972,4.413296,258.046875,5.0,3.0,11.68,0.0,1510240113000
1020.0,42.41795,-71.073113,4.452663,259.453125,5.0,3.0,11.56,0.0,1510240114000
1021.0,42.417926,-71.073248,4.372128,261.210938,5.0,3.0,11.62,0.0,1510240115000
1022.0,42.41791,-71.073405,4.33514,261.5625,5.0,3.0,12.43,0.0,1510240116000
1023.0,42.417898,-71.073567,4.35754,261.914062,5.0,3.0,13.2,0.0,1510240117000
1024.0,42.417874,-71.073727,4.538143,262.265625,5.0,3.0,13.7,0.0,1510240118000
1025.0,42.417852,-71.073893,4.809231,261.914062,5.0,3.0,13.9,0.0,1510240119000
1026.0,42.41783,-71.074057,5.003811,261.5625,5.0,3.0,13.63,0.0,1510240120000
1027.0,42.417807,-71.074219,5.329891,261.210938,5.0,3.0,13.33,0.0,1510240121000
1028.0,42.417782,-71.074368,6.119625,260.15625,5.0,3.0,12.5,0.0,1510240122000
1029.0,42.417761,-71.07451,6.062557,259.453125,5.0,3.0,11.79,0.0,1510240123000
1030.0,42.417743,-71.074663,5.915676,259.453125,5.0,3.0,11.87,0.0,1510240124000
1031.0,42.417724,-71.074795,6.168026,260.15625,5.0,3.0,11.42,0.0,1510240125000
1032.0,42.417711,-71.074929,7.33099,260.859375,5.0,3.0,10.39,0.0,1510240126000
1033.0,42.417698,-71.075051,6.267971,262.96875,5.0,3.0,9.09,0.0,1510240127000
1034.0,42.41769,-71.075145,6.531307,263.320312,5.0,3.0,8.11,0.0,1510240128000
1035.0,42.417682,-71.07523,6.731167,263.671875,5.0,3.0,6.72,0.0,1510240129000
1036.0,42.417676,-71.075303,6.769497,263.671875,5.0,3.0,5.31,0.0,1510240130000
1037.0,42.417669,-71.07535,7.455013,264.023438,5.0,3.0,3.36,0.0,1510240131000
1038.0,42.417669,-71.075376,7.064846,264.375,5.0,3.0,1.27,0.0,1510240132000
1039.0,42.417668,-71.075381,7.305294,264.375,5.0,3.0,0.31,0.0,1510240133000
1040.0,42.417667,-71.075385,6.997646,264.023438,5.0,3.0,0.16,0.0,1510240134000
1041.0,42.417669,-71.075387,7.08926,264.023438,5.0,3.0,0.3,0.0,1510240135000
1042.0,42.417668,-71.07539,7.516811,264.023438,5.0,3.0,0.3,0.0,1510240136000
1043.0,42.417668,-71.07539,6.320217,263.671875,5.0,3.0,0.0,0.0,1510240137000
1044.0,42.417668,-71.07539,6.427822,263.671875,5.0,4.0,0.0,0.0,1510240138000
1045.0,42.417668,-71.07539,6.623348,263.671875,5.0,3.0,0.0,0.0,1510240139000
1046.0,42.417668,-71.07539,6.757839,263.671875,5.0,3.0,0.0,0.0,1510240140000
1047.0,42.417668,-71.07539,6.527615,263.671875,5.0,3.0,0.0,0.0,1510240141000
1048.0,42.417668,-71.07539,6.650204,263.671875,5.0,3.0,0.0,0.0,1510240142000
1049.0,42.417668,-71.07539,6.425808,263.671875,5.0,3.0,0.0,0.0,1510240143000
1050.0,42.417668,-71.07539,6.545742,263.671875,5.0,3.0,0.0,0.0,1510240144000
1051.0,42.417672,-71.075394,8.306911,263.671875,5.0,3.0,0.15,0.0,1510240145000
1052.0,42.417672,-71.075394,6.26199,263.671875,5.0,3.0,0.0,0.0,1510240146000
1053.0,42.417672,-71.075394,6.363949,263.671875,5.0,3.0,0.0,0.0,1510240147000
1054.0,42.417672,-71.075394,6.324093,263.671875,5.0,3.0,0.0,0.0,1510240148000
1055.0,42.417672,-71.075394,6.436062,263.671875,5.0,3.0,0.0,0.0,1510240149000
1056.0,42.417672,-71.075394,8.218899,263.671875,5.0,3.0,0.0,0.0,1510240150000
1057.0,42.417672,-71.075394,6.456264,263.671875,5.0,3.0,0.0,0.0,1510240151000
1058.0,42.417672,-71.075394,6.710659,263.671875,5.0,3.0,0.0,0.0,1510240152000
1059.0,42.417672,-71.075394,6.673763,263.671875,5.0,3.0,0.0,0.0,1510240153000
1060.0,42.417672,-71.075394,6.928066,263.671875,5.0,3.0,0.0,0.0,1510240154000
1061.0,42.417672,-71.075394,6.775692,263.671875,5.0,3.0,0.0,0.0,1510240155000
1062.0,42.417672,-71.075394,7.047604,263.671875,5.0,3.0,0.0,0.0,1510240156000
1063.0,42.417672,-71.075394,8.506161,263.671875,5.0,3.0,0.0,0.0,1510240157000
1064.0,42.417672,-71.075394,6.545864,263.671875,5.0,3.0,0.0,0.0,1510240158000
1065.0,42.417672,-71.075394,6.816921,263.671875,5.0,3.0,0.0,0.0,1510240159000
1066.0,42.417664,-71.075395,6.958828,263.671875,5.0,3.0,0.15,0.0,1510240160000
1067.0,42.417666,-71.075394,7.232998,263.671875,5.0,3.0,0.21,0.0,1510240161000
1068.0,42.417666,-71.075394,6.771481,263.671875,5.0,3.0,0.0,0.0,1510240162000
1069.0,42.417666,-71.075394,7.16119,263.671875,5.0,3.0,0.0,0.0,1510240163000
1070.0,42.417666,-71.075394,8.504879,263.671875,5.0,3.0,0.0,0.0,1510240164000
1071.0,42.417666,-71.075394,6.655666,263.671875,5.0,3.0,0.0,0.0,1510240165000
1072.0,42.417666,-71.075394,7.033291,263.320312,5.0,3.0,0.0,0.0,1510240166000
1073.0,42.417666,-71.075394,8.707851,263.671875,5.0,3.0,0.0,0.0,1510240167000
1074.0,42.417666,-71.075394,6.390621,263.671875,5.0,3.0,0.0,0.0,1510240168000
1075.0,42.417666,-71.075394,6.419796,263.671875,5.0,3.0,0.0,0.0,1510240169000
1076.0,42.417666,-71.075394,6.646694,263.320312,5.0,3.0,0.0,0.0,1510240170000
1077.0,42.417666,-71.075394,6.326321,263.671875,5.0,3.0,0.0,0.0,1510240171000
1078.0,42.417666,-71.075394,6.52792,263.671875,5.0,4.0,0.0,0.0,1510240172000
1079.0,42.417666,-71.075394,6.324459,263.671875,5.0,3.0,0.0,0.0,1510240173000
1080.0,42.417666,-71.075394,6.538021,263.671875,5.0,3.0,0.0,0.0,1510240174000
1081.0,42.417666,-71.075394,6.412228,263.671875,5.0,3.0,0.0,0.0,1510240175000
1082.0,42.417666,-71.075394,6.634823,263.671875,5.0,4.0,0.0,0.0,1510240176000
1083.0,42.417666,-71.075394,6.625179,263.671875,5.0,3.0,0.0,0.0,1510240177000
1084.0,42.417666,-71.075394,6.30801,263.671875,5.0,3.0,0.0,0.0,1510240178000
1085.0,42.417666,-71.075394,6.644283,263.671875,5.0,3.0,0.0,0.0,1510240179000
1086.0,42.417666,-71.075394,8.052639,263.671875,5.0,4.0,0.0,0.0,1510240180000
1087.0,42.417666,-71.075394,6.393917,263.671875,5.0,3.0,0.0,0.0,1510240181000
1088.0,42.417666,-71.075394,6.040646,263.671875,5.0,3.0,0.0,0.0,1510240182000
1089.0,42.417666,-71.075394,6.317471,263.671875,5.0,3.0,0.0,0.0,1510240183000
1090.0,42.417666,-71.075394,8.033596,263.671875,5.0,4.0,0.0,0.0,1510240184000
1091.0,42.417666,-71.075394,6.277889,263.671875,5.0,3.0,0.0,0.0,1510240185000
1092.0,42.417666,-71.075394,6.485744,263.671875,5.0,4.0,0.0,0.0,1510240186000
1093.0,42.417666,-71.075394,6.301785,263.671875,5.0,3.0,0.0,0.0,1510240187000
1094.0,42.417666,-71.075394,6.510189,263.671875,5.0,3.0,0.0,0.0,1510240188000
1095.0,42.417666,-71.075394,6.572781,263.671875,5.0,3.0,0.0,0.0,1510240189000
1096.0,42.417666,-71.075394,6.814877,263.671875,5.0,3.0,0.0,0.0,1510240190000
1097.0,42.417666,-71.075394,6.845669,263.671875,5.0,3.0,0.0,0.0,1510240191000
1098.0,42.417666,-71.075394,7.108517,263.671875,5.0,3.0,0.0,0.0,1510240192000
1099.0,42.417666,-71.075394,6.854275,263.671875,5.0,3.0,0.0,0.0,1510240193000
1100.0,42.417666,-71.075394,7.121731,263.671875,5.0,3.0,0.0,0.0,1510240194000
1101.0,42.417672,-71.075401,6.740749,263.671875,5.0,3.0,0.37,0.0,1510240195000
1102.0,42.41767,-71.075419,7.163967,263.671875,5.0,3.0,1.73,0.0,1510240196000
1103.0,42.417667,-71.075454,7.066891,263.320312,5.0,3.0,3.87,0.0,1510240197000
1104.0,42.417666,-71.075504,7.563381,262.96875,5.0,3.0,4.63,0.0,1510240198000
1105.0,42.417656,-71.075569,8.859158,260.859375,5.0,3.0,6.01,0.0,1510240199000
1106.0,42.417638,-71.075644,7.53088,244.335938,5.0,3.0,6.5,0.0,1510240200000
1107.0,42.417598,-71.075703,7.364376,221.132812,5.0,3.0,6.96,0.0,1510240201000
1108.0,42.41753,-71.075736,9.218868,197.226562,5.0,3.0,7.84,0.0,1510240202000
1109.0,42.417451,-71.075741,8.99902,180.0,5.0,3.0,8.93,0.0,1510240203000
1110.0,42.417366,-71.075756,7.640835,177.890625,5.0,3.0,9.81,0.0,1510240204000
1111.0,42.41728,-71.075756,7.904751,177.539062,5.0,3.0,10.45,0.0,1510240205000
1112.0,42.417178,-71.075751,8.345882,178.242188,5.0,3.0,11.18,0.0,1510240206000
1113.0,42.417073,-71.075744,8.624783,178.59375,5.0,3.0,11.84,0.0,1510240207000
1114.0,42.416965,-71.075744,7.524075,180.703125,5.0,3.0,12.25,0.0,1510240208000
1115.0,42.416853,-71.075745,7.693661,180.703125,5.0,3.0,12.9,0.0,1510240209000
1116.0,42.416732,-71.075743,7.158749,180.703125,5.0,3.0,12.99,0.0,1510240210000
1117.0,42.416614,-71.075742,7.588131,181.054688,5.0,3.0,13.14,0.0,1510240211000
1118.0,42.416497,-71.075741,9.707363,181.40625,5.0,3.0,13.17,0.0,1510240212000
1119.0,42.416387,-71.075742,9.984554,182.109375,5.0,3.0,13.06,0.0,1510240213000
1120.0,42.41627,-71.075753,5.796902,184.21875,5.0,3.0,13.02,0.0,1510240214000
1121.0,42.41615,-71.075772,5.870907,185.625,5.0,3.0,13.04,0.0,1510240215000
1122.0,42.416036,-71.07579,6.00729,187.734375,5.0,3.0,13.0,0.0,1510240216000
1123.0,42.415922,-71.075807,5.864071,188.085938,5.0,3.0,13.06,0.0,1510240217000
1124.0,42.415802,-71.075831,5.487209,189.84375,5.0,3.0,13.12,0.0,1510240218000
1125.0,42.415685,-71.075859,5.47546,192.304688,5.0,3.0,13.17,0.0,1510240219000
1126.0,42.415566,-71.075897,5.429134,194.765625,5.0,3.0,13.55,0.0,1510240220000
1127.0,42.41545,-71.075936,5.394497,196.171875,5.0,3.0,13.63,0.0,1510240221000
1128.0,42.415324,-71.075982,5.469601,196.875,5.0,3.0,13.78,0.0,1510240222000
1129.0,42.415207,-71.07603,5.465633,196.875,5.0,3.0,13.77,0.0,1510240223000
1130.0,42.415082,-71.076073,5.747799,196.523438,5.0,3.0,13.78,0.0,1510240224000
1131.0,42.414964,-71.076119,6.072048,196.171875,5.0,3.0,13.78,0.0,1510240225000
1132.0,42.414838,-71.076168,5.701504,196.171875,5.0,3.0,14.0,0.0,1510240226000
1133.0,42.414715,-71.076214,5.845272,196.523438,5.0,3.0,14.06,0.0,1510240227000
1134.0,42.414594,-71.076264,8.161465,197.226562,5.0,3.0,14.14,0.0,1510240228000
1135.0,42.414475,-71.076314,6.331539,197.226562,5.0,3.0,14.23,0.0,1510240229000
1136.0,42.41435,-71.076364,6.761227,197.226562,5.0,3.0,14.31,0.0,1510240230000
1137.0,42.414225,-71.076415,8.643642,197.578125,5.0,3.0,14.41,0.0,1510240231000
1138.0,42.414107,-71.076467,8.122494,196.875,5.0,3.0,14.4,0.0,1510240232000
1139.0,42.41398,-71.076512,6.439022,194.414062,5.0,3.0,14.35,0.0,1510240233000
1140.0,42.413854,-71.076552,6.529446,190.898438,5.0,3.0,14.33,0.0,1510240234000
1141.0,42.413723,-71.076582,6.530453,188.4375,5.0,3.0,14.45,0.0,1510240235000
1142.0,42.413591,-71.076607,6.811428,185.976562,5.0,3.0,14.52,0.0,1510240236000
1143.0,42.413449,-71.07662,6.509731,181.40625,5.0,3.0,14.7,0.0,1510240237000
1144.0,42.413326,-71.076621,6.555386,180.703125,5.0,3.0,14.7,0.0,1510240238000
1145.0,42.413195,-71.076624,6.777676,180.703125,5.0,3.0,14.85,0.0,1510240239000
1146.0,42.413059,-71.076628,7.121944,180.703125,5.0,3.0,15.27,0.0,1510240240000
1147.0,42.412925,-71.076629,6.323208,181.054688,5.0,3.0,15.53,0.0,1510240241000
1148.0,42.412778,-71.076632,6.518215,181.40625,5.0,3.0,15.61,0.0,1510240242000
1149.0,42.412638,-71.076627,6.532772,180.703125,5.0,3.0,15.58,0.0,1510240243000
1150.0,42.412502,-71.076627,6.612209,180.351562,5.0,3.0,15.44,0.0,1510240244000
1151.0,42.412366,-71.076624,5.622219,180.351562,5.0,3.0,15.24,0.0,1510240245000
1152.0,42.41222,-71.076626,5.586025,180.703125,5.0,3.0,15.22,0.0,1510240246000
1153.0,42.412084,-71.076626,8.535763,180.703125,5.0,4.0,15.31,0.0,1510240247000
1154.0,42.411948,-71.076627,7.420589,181.054688,5.0,4.0,15.34,0.0,1510240248000
1155.0,42.411809,-71.076631,5.367947,180.703125,5.0,3.0,15.33,0.0,1510240249000
1156.0,42.411667,-71.076631,5.346249,180.703125,5.0,3.0,15.44,0.0,1510240250000
1157.0,42.411524,-71.076628,5.583981,180.703125,5.0,3.0,15.43,0.0,1510240251000
1158.0,42.411388,-71.076629,5.837582,180.703125,5.0,3.0,15.37,0.0,1510240252000
1159.0,42.411249,-71.076624,6.065517,180.351562,5.0,3.0,15.23,0.0,1510240253000
1160.0,42.411108,-71.076625,6.121914,180.703125,5.0,3.0,15.18,0.0,1510240254000
1161.0,42.410977,-71.076626,8.91946,180.351562,5.0,3.0,14.94,0.0,1510240255000
1162.0,42.41084,-71.076635,8.613338,180.703125,5.0,3.0,15.06,0.0,1510240256000
1163.0,42.410708,-71.076642,8.390652,181.40625,5.0,3.0,14.87,0.0,1510240257000
1164.0,42.410574,-71.07665,7.933376,182.109375,5.0,3.0,14.85,0.0,1510240258000
1165.0,42.410441,-71.076652,7.936611,181.757812,5.0,3.0,14.81,0.0,1510240259000
1166.0,42.410307,-71.076647,7.635494,181.40625,5.0,4.0,14.83,0.0,1510240260000
1167.0,42.410163,-71.076634,5.444515,180.0,5.0,3.0,15.26,0.0,1510240261000
1168.002,42.41002,-71.076636,5.507076,179.648438,5.0,3.0,15.64,0.0,1510240262002
1169.0,42.409881,-71.07664,4.861782,180.351562,5.0,3.0,15.46,0.0,1510240263000
